[2024-07-16T05:50:09.439+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-16T05:50:09.486+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:50:09.499+0530] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [queued]>
[2024-07-16T05:50:09.499+0530] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-07-16T05:50:09.515+0530] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): Prepare_data> on 2024-07-16 00:20:08.570795+00:00
[2024-07-16T05:50:09.520+0530] {standard_task_runner.py:63} INFO - Started process 52089 to run task
[2024-07-16T05:50:09.523+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'dag_prepare_data_historic', 'Prepare_data', 'manual__2024-07-16T00:20:08.570795+00:00', '--job-id', '1423', '--raw', '--subdir', 'DAGS_FOLDER/dag_prepare_data_historic.py', '--cfg-path', '/tmp/tmp2imn_ql2']
[2024-07-16T05:50:09.526+0530] {standard_task_runner.py:91} INFO - Job 1423: Subtask Prepare_data
[2024-07-16T05:50:09.580+0530] {task_command.py:426} INFO - Running <TaskInstance: dag_prepare_data_historic.Prepare_data manual__2024-07-16T00:20:08.570795+00:00 [running]> on host kali
[2024-07-16T05:50:09.664+0530] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='dag_prepare_data_historic' AIRFLOW_CTX_TASK_ID='Prepare_data' AIRFLOW_CTX_EXECUTION_DATE='2024-07-16T00:20:08.570795+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-16T00:20:08.570795+00:00'
[2024-07-16T05:50:09.665+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-16T05:50:17.592+0530] {logging_mixin.py:188} INFO - 2024-02-26 00:00:00
[2024-07-16T05:50:17.594+0530] {logging_mixin.py:188} INFO - 2024-02-26 00:00:00
[2024-07-16T05:50:17.596+0530] {logging_mixin.py:188} INFO - 2024-02-26 00:00:00
[2024-07-16T05:50:17.597+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.599+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.600+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.601+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.603+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.604+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.605+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.606+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.607+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.609+0530] {logging_mixin.py:188} INFO - 2024-02-27 00:00:00
[2024-07-16T05:50:17.611+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.613+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.614+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.616+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.617+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.618+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.619+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.620+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.621+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.622+0530] {logging_mixin.py:188} INFO - 2024-02-28 00:00:00
[2024-07-16T05:50:17.623+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.624+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.626+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.627+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.628+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.629+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.631+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.632+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.633+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.634+0530] {logging_mixin.py:188} INFO - 2024-02-29 00:00:00
[2024-07-16T05:50:17.635+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.636+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.637+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.638+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.640+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.641+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.642+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.643+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.644+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.646+0530] {logging_mixin.py:188} INFO - 2024-03-01 00:00:00
[2024-07-16T05:50:17.647+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.648+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.649+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.650+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.651+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.652+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.654+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.655+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.656+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.657+0530] {logging_mixin.py:188} INFO - 2024-03-02 00:00:00
[2024-07-16T05:50:17.659+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.660+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.661+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.662+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.664+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.665+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.666+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.667+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.668+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.669+0530] {logging_mixin.py:188} INFO - 2024-03-03 00:00:00
[2024-07-16T05:50:17.670+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.671+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.672+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.674+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.675+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.676+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.677+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.678+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.680+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.681+0530] {logging_mixin.py:188} INFO - 2024-03-04 00:00:00
[2024-07-16T05:50:17.682+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.684+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.685+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.686+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.687+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.688+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.689+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.690+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.692+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.693+0530] {logging_mixin.py:188} INFO - 2024-03-05 00:00:00
[2024-07-16T05:50:17.695+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.696+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.698+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.699+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.700+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.701+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.702+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.703+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.704+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.705+0530] {logging_mixin.py:188} INFO - 2024-03-06 00:00:00
[2024-07-16T05:50:17.706+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.708+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.709+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.711+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.712+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.713+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.714+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.715+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.716+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.717+0530] {logging_mixin.py:188} INFO - 2024-03-07 00:00:00
[2024-07-16T05:50:17.718+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.718+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.719+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.719+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.720+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.721+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.721+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.722+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.723+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.724+0530] {logging_mixin.py:188} INFO - 2024-03-08 00:00:00
[2024-07-16T05:50:17.725+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.727+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.728+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.729+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.730+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.731+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.732+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.733+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.733+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.734+0530] {logging_mixin.py:188} INFO - 2024-03-09 00:00:00
[2024-07-16T05:50:17.735+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.736+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.737+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.738+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.739+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.739+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.741+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.742+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.744+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.745+0530] {logging_mixin.py:188} INFO - 2024-03-10 00:00:00
[2024-07-16T05:50:17.746+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.747+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.748+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.749+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.750+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.750+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.751+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.752+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.753+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.754+0530] {logging_mixin.py:188} INFO - 2024-03-11 00:00:00
[2024-07-16T05:50:17.754+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.755+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.756+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.757+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.759+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.761+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.762+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.763+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.764+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.765+0530] {logging_mixin.py:188} INFO - 2024-03-12 00:00:00
[2024-07-16T05:50:17.766+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.767+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.768+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.769+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.770+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.771+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.772+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.773+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.774+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.775+0530] {logging_mixin.py:188} INFO - 2024-03-13 00:00:00
[2024-07-16T05:50:17.776+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.777+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.778+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.779+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.781+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.782+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.783+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.784+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.785+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.786+0530] {logging_mixin.py:188} INFO - 2024-03-14 00:00:00
[2024-07-16T05:50:17.787+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.788+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.789+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.790+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.792+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.793+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.796+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.797+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.799+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.801+0530] {logging_mixin.py:188} INFO - 2024-03-15 00:00:00
[2024-07-16T05:50:17.803+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.804+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.806+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.808+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.810+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.812+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.814+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.816+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.818+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.819+0530] {logging_mixin.py:188} INFO - 2024-03-16 00:00:00
[2024-07-16T05:50:17.821+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.822+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.824+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.827+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.829+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.831+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.832+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.834+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.836+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.838+0530] {logging_mixin.py:188} INFO - 2024-03-17 00:00:00
[2024-07-16T05:50:17.839+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.842+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.845+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.847+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.849+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.850+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.852+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.854+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.856+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.858+0530] {logging_mixin.py:188} INFO - 2024-03-18 00:00:00
[2024-07-16T05:50:17.860+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.862+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.864+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.866+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.868+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.869+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.871+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.873+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.875+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.877+0530] {logging_mixin.py:188} INFO - 2024-03-19 00:00:00
[2024-07-16T05:50:17.879+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.880+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.882+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.883+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.885+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.886+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.888+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.889+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.891+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.894+0530] {logging_mixin.py:188} INFO - 2024-03-20 00:00:00
[2024-07-16T05:50:17.896+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.898+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.900+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.901+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.903+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.905+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.906+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.908+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.910+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.912+0530] {logging_mixin.py:188} INFO - 2024-03-21 00:00:00
[2024-07-16T05:50:17.914+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.916+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.917+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.919+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.921+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.922+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.924+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.926+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.929+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.930+0530] {logging_mixin.py:188} INFO - 2024-03-22 00:00:00
[2024-07-16T05:50:17.932+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.933+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.935+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.936+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.937+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.939+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.941+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.943+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.946+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.947+0530] {logging_mixin.py:188} INFO - 2024-03-23 00:00:00
[2024-07-16T05:50:17.949+0530] {logging_mixin.py:188} INFO - 2024-03-24 00:00:00
